index,type,a1,a2,a3,a4,a5,a6,a7,a8,mod_factor,a1_mod,a2_mod,a3_mod,a4_mod,a5_mod,a6_mod,a7_mod,a8_mod,norm_orig,norm_mod,proj_x,proj_y,dot_u
81,integer,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,0.88787897,0.00000000,0.00000000,0.00000000,-0.88787897,0.00000000,0.00000000,-0.88787897,0.00000000,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
82,integer,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,0.00000000,1.00000000,0.00000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
83,integer,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,1.41421356,1.41421356,0.00000000,0.70710678,0.00000000
84,integer,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000,1.11212103,0.00000000,0.00000000,0.00000000,1.11212103,0.00000000,0.00000000,1.11212103,0.00000000,1.41421356,1.57277664,0.78638832,0.00000000,0.70710678
85,integer,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,0.88787897,0.00000000,0.00000000,0.00000000,-0.88787897,0.00000000,0.00000000,0.00000000,-0.88787897,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
86,integer,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
87,integer,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,1.41421356,1.41421356,0.00000000,0.70710678,0.00000000
88,integer,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.11212103,0.00000000,0.00000000,0.00000000,1.11212103,0.00000000,0.00000000,0.00000000,1.11212103,1.41421356,1.57277664,0.78638832,0.00000000,0.70710678
89,integer,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.00000000,0.88787897,0.00000000,0.00000000,0.00000000,0.00000000,-0.88787897,-0.88787897,0.00000000,0.00000000,1.41421356,1.25565048,-0.62782524,0.62782524,-0.70710678
90,integer,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,1.00000000,0.00000000,0.00000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
91,integer,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.00000000,0.00000000,0.00000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
92,integer,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.11212103,0.00000000,0.00000000,0.00000000,0.00000000,1.11212103,1.11212103,0.00000000,0.00000000,1.41421356,1.57277664,0.78638832,-0.78638832,0.70710678
93,integer,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,-1.00000000,0.00000000,0.88787897,0.00000000,0.00000000,0.00000000,0.00000000,-0.88787897,0.00000000,-0.88787897,0.00000000,1.41421356,1.25565048,-0.62782524,0.62782524,-0.70710678
94,integer,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,1.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,1.00000000,0.00000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
95,integer,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,0.00000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
96,integer,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,0.00000000,1.11212103,0.00000000,0.00000000,0.00000000,0.00000000,1.11212103,0.00000000,1.11212103,0.00000000,1.41421356,1.57277664,0.78638832,-0.78638832,0.70710678
97,integer,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,0.00000000,-1.00000000,0.88787897,0.00000000,0.00000000,0.00000000,0.00000000,-0.88787897,0.00000000,0.00000000,-0.88787897,1.41421356,1.25565048,-0.62782524,0.62782524,-0.70710678
98,integer,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,0.00000000,1.00000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
99,integer,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,-1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,-1.00000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
100,integer,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.11212103,0.00000000,0.00000000,0.00000000,0.00000000,1.11212103,0.00000000,0.00000000,1.11212103,1.41421356,1.57277664,0.78638832,-0.78638832,0.70710678
101,integer,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.88787897,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.88787897,-0.88787897,0.00000000,1.41421356,1.25565048,-0.62782524,0.62782524,-0.70710678
102,integer,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,1.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,1.00000000,0.00000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
103,integer,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.00000000,0.00000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
104,integer,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.11212103,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.11212103,1.11212103,0.00000000,1.41421356,1.57277664,0.78638832,-0.78638832,0.70710678
105,integer,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,-1.00000000,0.88787897,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.88787897,0.00000000,-0.88787897,1.41421356,1.25565048,-0.62782524,0.62782524,-0.70710678
106,integer,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,0.00000000,1.00000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
107,integer,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
108,integer,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.11212103,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.11212103,0.00000000,1.11212103,1.41421356,1.57277664,0.78638832,-0.78638832,0.70710678
109,integer,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,-1.00000000,0.88787897,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.88787897,-0.88787897,1.41421356,1.25565048,-0.62782524,0.62782524,-0.70710678
110,integer,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000,1.00000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
111,integer,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.00000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
112,integer,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,1.11212103,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.11212103,1.11212103,1.41421356,1.57277664,0.78638832,-0.78638832,0.70710678
113,half,-0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.82952119,-0.41476059,-0.41476059,-0.41476059,-0.41476059,-0.41476059,-0.41476059,-0.41476059,-0.41476059,1.41421356,1.17312012,-1.17312012,-0.00000000,-1.41421356
114,half,-0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.88787897,-0.44393949,-0.44393949,-0.44393949,-0.44393949,-0.44393949,-0.44393949,0.44393949,0.44393949,1.41421356,1.25565048,-0.62782524,-0.62782524,-0.70710678
115,half,-0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.88787897,-0.44393949,-0.44393949,-0.44393949,-0.44393949,-0.44393949,0.44393949,-0.44393949,0.44393949,1.41421356,1.25565048,-0.62782524,-0.62782524,-0.70710678
116,half,-0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.88787897,-0.44393949,-0.44393949,-0.44393949,-0.44393949,-0.44393949,0.44393949,0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,-0.62782524,-0.70710678
117,half,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,0.88787897,-0.44393949,-0.44393949,-0.44393949,-0.44393949,0.44393949,-0.44393949,-0.44393949,0.44393949,1.41421356,1.25565048,-0.62782524,-0.62782524,-0.70710678
118,half,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,0.88787897,-0.44393949,-0.44393949,-0.44393949,-0.44393949,0.44393949,-0.44393949,0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,-0.62782524,-0.70710678
119,half,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,0.88787897,-0.44393949,-0.44393949,-0.44393949,-0.44393949,0.44393949,0.44393949,-0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,-0.62782524,-0.70710678
120,half,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,1.00000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,-1.41421356,0.00000000
121,half,-0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.88787897,-0.44393949,-0.44393949,-0.44393949,0.44393949,-0.44393949,-0.44393949,-0.44393949,0.44393949,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
122,half,-0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.88787897,-0.44393949,-0.44393949,-0.44393949,0.44393949,-0.44393949,-0.44393949,0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
123,half,-0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.88787897,-0.44393949,-0.44393949,-0.44393949,0.44393949,-0.44393949,0.44393949,-0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
124,half,-0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,1.00000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
125,half,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,0.88787897,-0.44393949,-0.44393949,-0.44393949,0.44393949,0.44393949,-0.44393949,-0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
126,half,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,1.00000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
127,half,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,1.00000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
128,half,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,1.00000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
129,half,-0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.88787897,-0.44393949,-0.44393949,0.44393949,-0.44393949,-0.44393949,-0.44393949,-0.44393949,0.44393949,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
130,half,-0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.88787897,-0.44393949,-0.44393949,0.44393949,-0.44393949,-0.44393949,-0.44393949,0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
131,half,-0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.88787897,-0.44393949,-0.44393949,0.44393949,-0.44393949,-0.44393949,0.44393949,-0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
132,half,-0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,1.00000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
133,half,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,0.88787897,-0.44393949,-0.44393949,0.44393949,-0.44393949,0.44393949,-0.44393949,-0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
134,half,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,1.00000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
135,half,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,1.00000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
136,half,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,1.00000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
137,half,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.88787897,-0.44393949,-0.44393949,0.44393949,0.44393949,-0.44393949,-0.44393949,-0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,0.62782524,-0.70710678
138,half,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,1.00000000,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
139,half,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,1.00000000,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
140,half,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,1.00000000,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
141,half,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,1.00000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
142,half,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,1.00000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
143,half,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,1.00000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
144,half,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,1.11212103,-0.55606051,-0.55606051,0.55606051,0.55606051,0.55606051,0.55606051,0.55606051,0.55606051,1.41421356,1.57277664,0.78638832,-0.78638832,0.70710678
145,half,-0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.88787897,-0.44393949,0.44393949,-0.44393949,-0.44393949,-0.44393949,-0.44393949,-0.44393949,0.44393949,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
146,half,-0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.88787897,-0.44393949,0.44393949,-0.44393949,-0.44393949,-0.44393949,-0.44393949,0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
147,half,-0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.88787897,-0.44393949,0.44393949,-0.44393949,-0.44393949,-0.44393949,0.44393949,-0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
148,half,-0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,1.00000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
149,half,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,0.88787897,-0.44393949,0.44393949,-0.44393949,-0.44393949,0.44393949,-0.44393949,-0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,-0.00000000,-0.70710678
150,half,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,1.00000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
151,half,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,1.00000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
152,half,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,1.00000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,1.41421356,1.41421356,0.00000000,-0.70710678,0.00000000
153,half,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,-0.50000000,-0.50000000,0.88787897,-0.44393949,0.44393949,-0.44393949,0.44393949,-0.44393949,-0.44393949,-0.44393949,-0.44393949,1.41421356,1.25565048,-0.62782524,0.62782524,-0.70710678
154,half,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,1.00000000,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
155,half,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,1.00000000,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
156,half,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,1.00000000,-0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
157,half,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,1.00000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,0.50000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
158,half,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,1.00000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,-0.50000000,0.50000000,-0.50000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
159,half,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,1.00000000,-0.50000000,0.50000000,-0.50000000,0.50000000,0.50000000,0.50000000,-0.50000000,-0.50000000,1.41421356,1.41421356,0.00000000,0.00000000,0.00000000
